0.0001,100,l2,Train,0.23,0.21,0.27,0.18,0.28,0.28,0.33,0.2,0.21,0.25
0.0001,100,l2,Test,0.22,0.17,0.25,0.17,0.27,0.22,0.31,0.17,0.19,0.21
0.0001,100,l1,Train,0.4,0.44,0.33,0.22,0.34,0.41,0.38,0.42,0.34,0.34
0.0001,100,l1,Test,0.32,0.3,0.26,0.24,0.3,0.34,0.26,0.31,0.26,0.28
0.0001,100,elasticnet,Train,0.18,0.22,0.18,0.29,0.28,0.22,0.2,0.15,0.29,0.23
0.0001,100,elasticnet,Test,0.19,0.19,0.16,0.26,0.25,0.22,0.16,0.14,0.28,0.19
0.0001,500,l2,Train,0.25,0.15,0.29,0.21,0.24,0.3,0.17,0.34,0.26,0.28
0.0001,500,l2,Test,0.21,0.14,0.26,0.19,0.22,0.22,0.16,0.3,0.22,0.26
0.0001,500,l1,Train,0.28,0.35,0.2,0.27,0.38,0.31,0.23,0.27,0.27,0.38
0.0001,500,l1,Test,0.23,0.27,0.18,0.25,0.31,0.2,0.19,0.22,0.21,0.3
0.0001,500,elasticnet,Train,0.3,0.23,0.21,0.36,0.27,0.35,0.28,0.15,0.31,0.24
0.0001,500,elasticnet,Test,0.28,0.18,0.21,0.27,0.28,0.28,0.25,0.15,0.24,0.21
0.0001,1000,l2,Train,0.33,0.19,0.23,0.21,0.17,0.31,0.15,0.31,0.16,0.19
0.0001,1000,l2,Test,0.32,0.17,0.2,0.2,0.18,0.28,0.16,0.29,0.17,0.18
0.0001,1000,l1,Train,0.15,0.29,0.34,0.32,0.41,0.36,0.38,0.33,0.34,0.35
0.0001,1000,l1,Test,0.14,0.27,0.31,0.27,0.34,0.28,0.28,0.25,0.25,0.25
0.0001,1000,elasticnet,Train,0.17,0.18,0.19,0.14,0.3,0.32,0.2,0.16,0.31,0.31
0.0001,1000,elasticnet,Test,0.16,0.16,0.18,0.14,0.32,0.28,0.21,0.16,0.28,0.29
0.001,100,l2,Train,0.14,0.16,0.15,0.21,0.26,0.16,0.28,0.14,0.22,0.14
0.001,100,l2,Test,0.14,0.15,0.15,0.17,0.23,0.15,0.28,0.15,0.2,0.14
0.001,100,l1,Train,0.29,0.2,0.26,0.33,0.33,0.27,0.24,0.26,0.35,0.22
0.001,100,l1,Test,0.25,0.2,0.25,0.28,0.28,0.25,0.19,0.21,0.29,0.17
0.001,100,elasticnet,Train,0.15,0.14,0.14,0.24,0.22,0.22,0.21,0.24,0.14,0.16
0.001,100,elasticnet,Test,0.16,0.14,0.14,0.22,0.22,0.2,0.2,0.22,0.14,0.16
0.001,500,l2,Train,0.19,0.14,0.14,0.14,0.16,0.17,0.14,0.17,0.14,0.14
0.001,500,l2,Test,0.17,0.14,0.15,0.14,0.15,0.17,0.14,0.15,0.14,0.14
0.001,500,l1,Train,0.29,0.22,0.31,0.29,0.34,0.37,0.3,0.17,0.35,0.38
0.001,500,l1,Test,0.28,0.19,0.28,0.26,0.3,0.36,0.26,0.17,0.31,0.32
0.001,500,elasticnet,Train,0.15,0.19,0.14,0.14,0.2,0.17,0.21,0.18,0.15,0.16
0.001,500,elasticnet,Test,0.15,0.2,0.14,0.14,0.17,0.16,0.21,0.18,0.15,0.16
0.001,1000,l2,Train,0.18,0.14,0.16,0.19,0.22,0.18,0.15,0.21,0.14,0.14
0.001,1000,l2,Test,0.18,0.14,0.16,0.19,0.22,0.16,0.15,0.21,0.14,0.14
0.001,1000,l1,Train,0.21,0.34,0.27,0.31,0.38,0.17,0.25,0.27,0.21,0.22
0.001,1000,l1,Test,0.18,0.29,0.24,0.25,0.34,0.17,0.22,0.23,0.18,0.2
0.001,1000,elasticnet,Train,0.14,0.22,0.15,0.22,0.15,0.2,0.15,0.14,0.14,0.16
0.001,1000,elasticnet,Test,0.14,0.22,0.15,0.21,0.15,0.18,0.15,0.14,0.15,0.17
0.01,100,l2,Train,0.14,0.14,0.14,0.2,0.14,0.15,0.15,0.14,0.19,0.18
0.01,100,l2,Test,0.14,0.14,0.14,0.19,0.14,0.14,0.15,0.14,0.2,0.18
0.01,100,l1,Train,0.22,0.21,0.2,0.27,0.22,0.26,0.18,0.16,0.15,0.21
0.01,100,l1,Test,0.18,0.22,0.2,0.25,0.2,0.23,0.2,0.17,0.15,0.2
0.01,100,elasticnet,Train,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.14
0.01,100,elasticnet,Test,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14
0.01,500,l2,Train,0.14,0.14,0.14,0.18,0.14,0.14,0.14,0.16,0.15,0.15
0.01,500,l2,Test,0.14,0.14,0.14,0.17,0.14,0.14,0.14,0.17,0.15,0.16
0.01,500,l1,Train,0.19,0.29,0.23,0.16,0.19,0.14,0.17,0.2,0.19,0.24
0.01,500,l1,Test,0.2,0.28,0.25,0.16,0.2,0.14,0.17,0.19,0.19,0.25
0.01,500,elasticnet,Train,0.17,0.17,0.14,0.14,0.15,0.18,0.14,0.14,0.14,0.14
0.01,500,elasticnet,Test,0.17,0.17,0.14,0.14,0.14,0.17,0.14,0.12,0.14,0.14
0.01,1000,l2,Train,0.14,0.14,0.15,0.17,0.14,0.14,0.14,0.14,0.15,0.18
0.01,1000,l2,Test,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14,0.19
0.01,1000,l1,Train,0.15,0.27,0.16,0.23,0.28,0.24,0.16,0.26,0.15,0.2
0.01,1000,l1,Test,0.16,0.26,0.17,0.22,0.28,0.21,0.18,0.24,0.15,0.19
0.01,1000,elasticnet,Train,0.14,0.14,0.14,0.16,0.14,0.14,0.14,0.14,0.14,0.14
0.01,1000,elasticnet,Test,0.14,0.14,0.14,0.15,0.14,0.14,0.14,0.14,0.14,0.14
